nm9423081&Willie Aames&1960
nm9428141&Emmanuele Riva&1932
nm9428142&Cecilia Rivera&
nm9428143&Chita Rivera&1933
nm9428144&George Rivero&
nm9428145&George Rivers&
nm9428146&Joan Rivers&
nm9428147&Brian Rix&1924
nm9428148&Bert Roach&1891
nm9428149&Lilian Roams&1967
nm9428150&Adam Roarke&
nm9428151&Jason Robards&1893
nm9428152&Jason Robards~jr.&1920
nm9428153&Sam Robards&
nm9428154&Gale Robbins&1922
nm9428155&Jerome Robbins&1918
nm9428156&Mathew Robbins&
nm9428157&Richard Rober&1906
nm9428158&John C. Roberick&
nm9428159&Lyda Roberti&1910
nm9428160&Christian Roberts&
nm9428161&Doris Roberts&1930
nm9428162&Glenn Roberts&
nm9428163&Michael D. Roberts&
nm9428164&Pernell Roberts&1930
nm9428165&Rachel Roberts&1930
nm9428166&Roy Roberts&1900
nm9428167&Tanya Roberts&
nm9428168&Teal Roberts&
nm9428169&Theodore Roberts&1861
nm9428170&Tony Roberts&1939
nm9428171&Jerrold Robertshaw&1866
nm9428172&Cliff Robertson&1925
nm9428173&Dale Robertson&1923
nm9428174&Dennis Robertson&
nm9428175&James Robertson&
nm9428176&Robbie Robertson&
nm9428177&Willard Robertson&1886
nm9428178&Paul Robeson&1898
nm9428179&Sir George Robey&1869
nm9428180&Hayward Robillard&
nm9428181&Dany Robin&1927
nm9428182&Andy Robinson&
nm9428183&Ann Robinson&
nm9428184&Bojangles Robinson&1878
nm9428185&Edward G. Robinson&1893
nm9428186&Francis Robinson&1916
nm9428187&Jay Robinson&1930
nm9428188&John Robinson&1908
nm9428189&Madeleine Robinson&1916
nm9428190&Flora Robson&1902
nm9428191&May Robson&1858
nm9428192&Wayne Robson&
nm9428193&Patricia Roc&1918
nm9428194&Alex Rocco&1936
nm9428195&Eugene Roche&1928
nm9428196&Sam Rockwell&1969
nm9428197&Marcia Rodd&
nm9428198&Anton Rodgers&1927
nm9428199&Percy Rodriques&1924
nm9428200&Maurice Roeves&
nm9428201&Buddy Rogers&1904
nm9428202&Ginger Rogers&1911
nm9428203&Jean Rogers&1916
nm9428204&Lela Rogers&
nm9428205&Kenny Rogers&1938
nm9428206&Mimi Rogers&1955
nm9428207&Paul Rogers&1917
nm9428208&Roy Rogers&1912
nm9428209&Wayne Rogers&1934
nm9428210&Will Rogers&1879
nm9428211&Helena Rojo&
nm9428212&Gilbert Roland&1905
nm9428213&Ruth Roland&1893
nm9428214&Guy Rolfe&1915
nm9428215&Howard E. Rollins~jr.&
nm9428216&Yvonne Romain&1938
nm9428217&Leticia Roman&1939
nm9428218&Ruth Roman&1924
nm9428219&Vivianne Romance&1912
nm9428220&Andy Romano&
nm9428221&Mike Romanoff&1890
nm9428222&Steward Rome&1887
nm9428223&Sydney Rome&1947
nm9428224&Fred Romer&
nm9428225&Cesar Romero&1907
nm9428226&Edana Romney&1919
nm9428227&Maurice Ronet&1927
nm9428228&Linda Ronstadt&1946
nm9428229&Noel Roquev\'ert&1894
nm9428230&Francoise Rosay&1891
nm9428231&George Rose&1920
nm9428232&\'Slapsie' Maxie Rosenbloom&1906
nm9428233&Milton Rosmer&1881
nm9428234&Annie Ross&
nm9428235&Diana Ross&1944
nm9428236&Herbert Ross&1927
nm9428237&Katharine Ross&1942
nm9428238&Shirley Ross&1909
nm9428239&Yvonne Ross&
nm9428240&Isabella Rossellini&1955
nm9428241&George Rossi&
nm9428242&Leo Rossi&
nm9428243&Eleonora RossiDrago&1925
nm9428244&Norman Rossington&1928
nm9428245&Leonard Rossiter&1926
nm9428246&Lilian Roth&1910
nm9428247&Tim Roth&
nm9428248&Richard Roundtree&1937
nm9428249&Robert Rounseville&1914
nm9428250&Mickey Rourke&1957
nm9428251&Dan Rowan&1922
nm9428252&Gena Rowlands&1934
nm9428253&Patsy Rowlands&1934
nm9428254&Lionel Royce&
nm9428255&Christian Rub&1887
nm9428256&Alma Rubens&1897
nm9428257&Saul Rubinek&
nm9428258&John Rubinstein&
nm9428259&Paul Rudd&1970
nm9428260&Herbert Rudley&1911
nm9428261&Rita Rudner&
nm9428262&Mercedes Ruehl&
nm9428263&Charles Ruggles&1886
nm9428264&Heinz Ruhmann&1902
nm9428265&Barbara Ruick&1933
nm9428266&Janice Rule&1931
nm9428267&Sig Ruman&1884
nm9428268&John Rumar&
nm9428269&Jenny Runacre&1943
nm9428270&Jennifer Runyon&
nm9428271&Rupaul&
nm9428272&Barbara Rush&1927
nm9428273&Deborah Rush&
nm9428274&Elizabeth Rush&
nm9428275&William Russ&
nm9428276&Del Russel&1952
nm9428277&Theresa Russel&1957
nm9428278&Betsy Russell&
nm9428279&Craig Russell&
nm9428280&Gail Russell&1924
nm9428281&Harold Russell&1914
nm9428282&Jane Russell&1921
nm9428283&John Russell&1921
nm9428284&Ken Russell&
nm9428285&Lillian Russell&1861
nm9428286&Nipsey Russell&1925
nm9428287&Rosalind Russell&1908
nm9428288&Gianni Russo&
nm9428289&Rene Russo&1955
nm9428290&Ann Rutherford&1917
nm9428291&Dame Margaret Rutherford&1892
nm9428292&Basil Ruysdael&1888
nm9428293&Fran Ryan&
nm9428294&Irene Ryan&1903
nm9428295&James Ryan&
nm9428296&John Ryan&1938
nm9428297&Kathleen Ryan&1922
nm9428298&Meg Ryan&1962
nm9428299&Mitch Ryan&1928
nm9428300&Peggy Ryan&1924
nm9428301&Robert Ryan&1909
nm9428302&Sheila Ryan&1921
nm9428303&Tim Ryan&1889
nm9428304&Raisa Ryazonova&
nm9428305&David Rydall&
nm9428306&Bobby Rydell&1942
nm9428307&Mark Rydell&1934
nm9428308&Jack Ryland&
nm9428309&Yacef Saadi&
nm9428310&Sabu&1924
nm9428311&Greta Sacchi&
nm9428312&Stephen Sachs&
nm9428313&Michael Sacks&
nm9428314&Marianne Sagebrecht&
nm9428315&Kengji Sahara&
nm9428316&Mort Sahl&1926
nm9428317&Eva Marie Saint&1924
nm9428318&Michael SaintDenis&
nm9428319&Susan SaintJames&1946
nm9428320&S.Z. Sakall&1884
nm9428321&Harold Sakata&1920
nm9428322&Theresa Saldana&
nm9428323&Charles Sale&1885
nm9428324&P.J. Sales&
nm9428325&Albert Salmi&1928
nm9428326&Louis Salon&
nm9428327&Renato Salvatori&
nm9428328&Tatania Samoilova&1934
nm9428329&Will Sampson&1935
nm9428330&JoAnne Samuel&
nm9428331&Henry Sanada&
nm9428332&Jaime Sanchez&
nm9428333&Salvatore Sanchez&
nm9428334&Paul Sand&1944
nm9428335&Dominique Sanda&1948
nm9428336&Walter Sande&1906
nm9428337&George Sanders&1906
nm9428338&Scott Sanders&1885
nm9428339&William Sanderson&
nm9428340&Tiny Sandford&1894
nm9428341&Steve Sandor&
nm9428342&Diana Sands&1934
nm9428343&Julian Sands&
nm9428344&Tommy Sands&1937
nm9428345&Erskine Sanford&1880
nm9428346&Ralph Sanford&1899
nm9428347&Laura SanGiacomo&1952
nm9428348&Olga SanJuan&1927
nm9428349&Tom Santchi&
nm9428350&Reni Santoni&1939
nm9428351&Joe Santos&
nm9428352&Tom Santschi&1879
nm9428353&Dick Sargent&1937
nm9428354&Michael Sarne&1939
nm9428355&Michael Sarrazin&1940
nm9428356&Jaqueline Sassard&1940
nm9428357&Ann Savage&1921
nm9428358&John Savage&1953
nm9428359&Vic Savage&
nm9428360&Dany Saval&1940
nm9428361&George Savalas&
nm9428362&Telly Savalas&1924
nm9428363&Tom Savini&
nm9428364&Jimmy Savo&1895
nm9428365&Teresa Ann Savoy&
nm9428366&Joseph Sawyer&1901
nm9428367&Peggy Sawyer&
nm9428368&John Saxon&1935
nm9428369&Gia Scala&1934
nm9428370&Diana Scarwid&
nm9428371&Felice Schacter&
nm9428372&Natalie Schafer&1912
nm9428373&Wendy Schall&
nm9428374&William Schallert&1922
nm9428375&Sabrina Scharf&
nm9428376&Roy Scheider&1934
nm9428377&Catherine Schell&
nm9428378&Maria Schell&1926
nm9428379&Maximilian Schell&1930
nm9428380&Ronnie Schell&
nm9428381&August Schellenberg&
nm9428382&Mary Kate Schellhardt&1979
nm9428383&Rosanna Schiaffino&1939
nm9428384&Ralph Schicha&
nm9428385&Claudia Schiffer&
nm9428386&Joseph Schildkraut&1895
nm9428387&Gus Schilling&1908
nm9428388&Anja Schmidt&
nm9428389&Joseph Schmidt&1906
nm9428390&John Schneider&
nm9428391&Magda Schneider&
nm9428392&Maria Schneider&1952
nm9428393&Romy Schneider&1938
nm9428394&Michael Schoeffling&
nm9428395&Kyra Schon&
nm9428396&Avery Schreiber&
nm9428397&Max Schrek&1879
nm9428398&Rick Schroder&1970
nm9428399&John Schuck&1944
nm9428400&Dwight Schultz&
nm9428401&Reinhold Schunzel&1886
nm9428402&Scott Schwartz&
nm9428403&Maurice Schwarz&1891
nm9428404&John Schyck&
nm9428405&Patti Scialfa&
nm9428406&Annbelle Sciorra&
nm9428407&Paul Scofield&1922
nm9428408&Edith Scon&
nm9428409&Zvee Scooler&
nm9428410&Martin Scorsese&
nm9428411&Campbell Scott&
nm9428412&David Scott&
nm9428413&Donovan Scott&
nm9428414&George C. Scott&1926
nm9428415&Gordon Scott&1927
nm9428416&Hazel Scott&1920
nm9428417&Jane Scott&
nm9428418&Janette Scott&1938
nm9428419&Kathryn Leigh Scott&1947
nm9428420&Ken Scott&
nm9428421&Lizabeth Scott&1922
nm9428422&Margaretta Scott&1912
nm9428423&Martha Scott&1914
nm9428424&Mary Scott&
nm9428425&Pippa Scott&1935
nm9428426&Randolph Scott&1903
nm9428427&Terry Scott&1927
nm9428428&Zachary Scott&1914
nm9428429&Vito Scotti&
nm9428430&Scraps&1914
nm9428431&Alexander Scourby&1913
nm9428432&Linda Scruggs&
nm9428433&Barbara Seagull&1948
nm9428434&Franklyn Seales&
nm9428435&Jackie Searle&1920
nm9428436&Heather Sears&1935
nm9428437&Victor Seastrom&1879
nm9428438&James Seay&
nm9428439&Josef Sebanek&
nm9428440&Jean Seberg&1938
nm9428441&Harry Secombe&1921
nm9428442&Vivienne Segal&1897
nm9428443&Pierre Segui&
nm9428444&Emmanuelle Seigner&1967
nm9428445&Johnny Sekka&
nm9428446&David Selby&1941
nm9428447&Elizabeth Sellars&1923
nm9428448&Tom Selleck&
nm9428449&Peter Sellers&1925
nm9428450&Morton Selten&1860
nm9428451&Milton Selzer&
nm9428452&Larry Semon&1889
nm9428453&Kent Senatore&
nm9428454&Joe Seneca&
nm9428455&Massimo Serato&1917
nm9428456&Assumpta Serna&
nm9428457&Jacques Sernas&1925
nm9428458&Julieta Serrano&
nm9428459&Christopher Serrone&1976
nm9428460&Jean Servais&1910
nm9428461&Almira Sessions&1888
nm9428462&Sir Bruce Seton&1909
nm9428463&Pilar Seurat&
nm9428464&George Sewell&1924
nm9428465&Athene Seyler&1889
nm9428466&Anne Seymour&1909
nm9428467&Dan Seymour&1915
nm9428468&Ralph Seymour&
nm9428469&Delphine Seyrig&1932
nm9428470&Kamran Shah&
nm9428471&ShabbaDoo&
nm9428472&Glen Shadix&
nm9428473&Wallace Shaen&
nm9428474&Paul Shaffer&
nm9428475&Tony Shalhoub&
nm9428476&Harry Shannon&1890
nm9428477&Ken Shapiro&
nm9428478&Ray Sharkey&1952
nm9428479&Anthony Sharp&
nm9428480&Albert Sharpe&
nm9428481&Cornelia Sharpe&
nm9428482&Mickey Shaughnessy&1920
nm9428483&Helen Shaver&
nm9428484&Reta Shaw&1912
nm9428485&Robert Shaw&1927
nm9428486&Sebastian Shaw&1905
nm9428487&Stan Shaw&
nm9428488&Susan Shaw&1929
nm9428489&Susan Damante Shaw&
nm9428490&Victoria Shaw&1935
nm9428491&Wini Shaw&1899
nm9428492&Joan Shawlee&1929
nm9428493&Dick Shawn&1928
nm9428494&Wallace Shawn&
nm9428495&Robert Shayne&1910
nm9428496&Tamara Shayne&1897
nm9428497&John Shea&
nm9428498&Al Shean&1868
nm9428499&Harry Shearer&
nm9428500&Moira Shearer&1926
nm9428501&Norma Shearer&1900
nm9428502&Alice Sheedy&
nm9428503&Charlie Sheen&
nm9428504&Johnny Sheffield&1931
nm9428505&Reginald Sheffield&1901
nm9428506&Gene Sheldon&1909
nm9428507&Barbara Shelley&1933
nm9428508&John Shelton&1917
nm9428509&Joy Shelton&1922
nm9428510&Susan Shentall&1934
nm9428511&Cybill Shepherd&1949
nm9428512&Elizabeth Shepherd&
nm9428513&Michael Shepley&1907
nm9428514&Paula Sheppard&
nm9428515&John Shepperd&1907
nm9428516&Ann Sheridan&1915
nm9428517&Dinah Sheridan&1920
nm9428518&Margaret Sheridan&
nm9428519&Lowell Sherman&1885
nm9428520&Madeleine Sherwood&1926
nm9428521&Vladek Sheybal&1928
nm9428522&Arthur Shields&1895
nm9428523&Brooke Shields&1965
nm9428524&James Shigeta&1933
nm9428525&Joseph Shiloal&
nm9428526&Yoko Shimada&
nm9428527&Joanna Shimkus&1943
nm9428528&Yuki Shimoda&1924
nm9428529&Takashi Shimura&1905
nm9428530&Bill Shine&1911
nm9428531&Ronald Shiner&1903
nm9428532&Sue Shiomi&
nm9428533&Yumi Shirakawa&
nm9428534&Talia Shire&1947
nm9428535&Anne Shirley&1918
nm9428536&Anne Shoemaker&1891
nm9428537&Dan Shor&
nm9428538&Dinah Shore&1917
nm9428539&Dorothy Short&
nm9428540&Winifred Shotter&1904
nm9428541&Robert Show&
nm9428542&Max Showalter&1904
nm9428543&Ricky Shroder&
nm9428544&Richard B. Shull&
nm9428545&Elizabeth Shue&1963
nm9428546&Mort Shuman&
nm9428547&Sabrina Siami&
nm9428548&Basil Sidney&
nm9428549&George Sidney&1878
nm9428550&Sylvia Sidney&1910
nm9428551&Gregory Sierra&
nm9428552&Simone Signoret&1921
nm9428553&Cynthia Sikes&
nm9428554&James B. Sikking&
nm9428555&Milton Sills&1882
nm9428556&Henry Silva&1928
nm9428557&Trididad Silva&
nm9428558&Silvain&
nm9428559&Cyndi Silver&
nm9428560&Joan Micklin Silver&1935
nm9428561&Joe Silver&
nm9428562&Frank Silvera&1914
nm9428563&Jay Silverheels&1919
nm9428564&Phil Silvers&1912
nm9428565&Alistair Sim&1900
nm9428566&Gerald Sim&1925
nm9428567&Sheila Sim&1922
nm9428568&Vasek Simek&1928
nm9428569&Arlene Simmons&
nm9428570&Jean Simmons&1929
nm9428571&Michel Simon&1895
nm9428572&Paul Simon&1942
nm9428573&Simone Simon&1910
nm9428574&Ivan Simpson&1875
nm9428575&O.J. Simpson&1947
nm9428576&Peggy Simpson&
nm9428577&Russel Simpson&1878
nm9428578&Joan Sims&1930
nm9428579&Frank Sinatra&1915
nm9428580&Nancy Sinatra&1940
nm9428581&Gordon John Sinclair&
nm9428582&Hugh Sinclair&1903
nm9428583&Donald Sinden&1923
nm9428584&Campbell Singer&1909
nm9428585&Lori Singer&
nm9428586&Marc Singer&
nm9428587&Steve Singer&
nm9428588&Penny Singleton&
nm9428589&Joseph Sirola&
nm9428590&Lilia Skala&
nm9428591&Hal Skelly&1891
nm9428592&Red Skelton&1910
nm9428593&Cornelia Otis Skinner&1901
nm9428594&Otis Skinner&1858
nm9428595&Alison Skipworth&1875
nm9428596&Helgi Skulason&
nm9428597&Olga Slade&
nm9428598&Richard B. Skull&
nm9428599&Jeremy Slate&1925
nm9428600&Helen Slater&
nm9428601&John Slater&1916
nm9428602&Richard X. Slattery&
nm9428603&Tod Slaughter&1885
nm9428604&Walter Slezak&1902
nm9428605&Hana Slikova&
nm9428606&Everett Sloane&1909
nm9428607&Olive Sloane&1896
nm9428608&Marya Small&
nm9428609&Alexis Smith&1921
nm9428610&Art Smith&1899
nm9428611&Brooke Smith&1968
nm9428612&Bubba Smith&
nm9428613&C.Aubrey Smith&1863
nm9428614&Charles Smith&1920
nm9428615&Charles Martin Smith&
nm9428616&Constance Smith&1929
nm9428617&Cyril Smith&1892
nm9428618&Jaclyn Smith&
nm9428619&John Smith&1931
nm9428620&Kate Smith&
nm9428621&Kent Smith&1907
nm9428622&Lane Smith&
nm9428623&Mel Smith&
nm9428624&Paul Smith&
nm9428625&Rainbeaux Smith&
nm9428626&Rex Smith&
nm9428627&Roger Smith&1932
nm9428628&Innokenti Smoktunovsky&1925
nm9428629&Terri Susan Smith&
nm9428630&William Smith&
nm9428631&Sonja Smits&
nm9428632&Tom Smothers&1937
nm9428633&Wesley Snipes&
nm9428634&Carrie Snodgrass&1946
nm9428635&Jimmy `The Greek' Snyder&
nm9428636&Park Jong Sod&
nm9428637&Abraham Sofaer&1896
nm9428638&Sojin&
nm9428639&Vladimir Sokoloff&1889
nm9428640&P.J. Soles&
nm9428641&Ewen Solon&1923
nm9428642&Andrew Solt&
nm9428643&Suzanne Somers&1946
nm9428644&Julie Sommars&
nm9428645&Elke Sommer&1940
nm9428646&Josef Sommer&1930
nm9428647&Gale Sondergaard&1899
nm9428648&Paul Sonkkila&
nm9428649&Jack Soo&1916
nm9428650&Alberto Sordi&1919
nm9428651&Jean Sorel&1934
nm9428652&Louise Sorel&1944
nm9428653&Linda Sorenson&
nm9428654&Ann Sothern&1909
nm9428655&Talisa Soto&
nm9428656&Ann Southern&
nm9428657&Catherine Spaak&1945
nm9428658&Arthur Space&1908
nm9428659&Sissy Spacek&1950
nm9428660&Merrie Spaeth&
nm9428661&Fay Spain&
nm9428662&Vincent Spano&
nm9428663&Ned Sparks&1883
nm9428664&Camilla Sparv&1943
nm9428665&Hazel Spears&
nm9428666&Bruce Spence&
nm9428667&George Spencer&
nm9428668&Jeremy Spenser&1937
nm9428669&Posh Spice&
nm9428670&David Spielberg&
nm9428671&Joe Spinell&
nm9428672&Victor Spinetti&1932
nm9428673&The Loving Spoonful&
nm9428674&G.D. Spradlin&
nm9428675&Rick Springfield&
nm9428676&Ronald Squire&1886
nm9428677&Robert Stack&1919
nm9428678&James Stacy&
nm9428679&Frederick Stafford&1928
nm9428680&Richard Stahl&
nm9428681&Philip Stainton&1908
nm9428682&James Staley&
nm9428683&Terence Stamp&1940
nm9428684&Enid StampTaylor&1904
nm9428685&Lionel Stander&1908
nm9428686&Guy Standing&1873
nm9428687&Michael StAngel&
nm9428688&Jiri Stanislav&
nm9428689&Forrest Stanley&
nm9428690&Kim Stanley&1921
nm9428691&Lora Stanley&
nm9428692&Frank Stanmore&
nm9428693&Harry Dean Stanton&1926
nm9428694&Barbara Stanwyck&1907
nm9428695&Jean Stapleton&1923
nm9428696&Graham Stark&1922
nm9428697&Koo Stark&
nm9428698&Pauline Starke&1901
nm9428699&Kay Starr&
nm9428700&Ringo Starr&
nm9428701&Charles Starrett&1904
nm9428702&Valerie Starrett&
nm9428703&Imaelda Staunton&
nm9428704&Alison Steadman&
nm9428705&Anthony Steel&1920
nm9428706&Barbara Steele&1938
nm9428707&Bob Steele&1907
nm9428708&Tommy Steele&1936
nm9428709&Mary Steenburgen&1952
nm9428710&Simonetta Stefanelli&
nm9428711&David Steinberg&
nm9428712&John Steiner&
nm9428713&Albert Steinruck&
nm9428714&Carolyn Steller&
nm9428715&Anna Sten&1908
nm9428716&Sting&
nm9428717&Karel Stepanek&1899
nm9428718&Susan Stephen&1931
nm9428719&Ann Stephens&1931
nm9428720&Harvey Stephens&
nm9428721&Harvey Stephens&1970
nm9428722&Martin Stephens&1949
nm9428723&Pamela Stephens&
nm9428724&Robert Stephens&1931
nm9428725&Henry Stephenson&1871
nm9428726&James Stephenson&1888
nm9428727&Pamela Stephenson&1951
nm9428728&Ilse Steppat&1917
nm9428729&Ford Sterling&1883
nm9428730&Jan Sterling&1923
nm9428731&Linda Sterling&
nm9428732&Robert Sterling&1917
nm9428733&Tisa Sterling&
nm9428734&Jimmy Sterman&
nm9428735&Daniel Stern&
nm9428736&Erik Stern&
nm9428737&Tom Stern&
nm9428738&Frances Sternhagen&
nm9428739&Casey Stevens&
nm9428740&Connie Stevens&1938
nm9428741&Craig Stevens&1918
nm9428742&Inger Stevens&1935
nm9428743&K.T. Stevens&1919
nm9428744&Leslie Stevens&1924
nm9428745&Mark Stevens&1916
nm9428746&Morgan Stevens&
nm9428747&Onslow Stevens&1902
nm9428748&Rise Stevens&1913
nm9428749&Robert Stevens&1925
nm9428750&Ronnie Stevens&1925
nm9428751&Stella Stevens&1936
nm9428752&Warren Stevens&1919
nm9428753&Housely Stevenson&1879
nm9428754&MacLean Stevenson&
nm9428755&Alana Stewart&
nm9428756&Alexandra Stewart&1939
nm9428757&Anita Stewart&1895
nm9428758&Athole Stewart&1879
nm9428759&Catherine Mary Stewart&
nm9428760&Charlotte Stewart&
nm9428761&Donald Stewart&
nm9428762&Elaine Stewart&1929
nm9428763&James Stewart&1908
nm9428764&Paul Stewart&1908
nm9428765&Patrick Stewart&
nm9428766&Sandy Stewart&
nm9428767&Sophie Stewart&1909
nm9428768&Renee StCyr&1907
nm9428769&Ivy StHelier&
nm9428770&Pat Stich&
nm9428771&David Ogden Stiers&
nm9428772&Hugo Stiglitz&
nm9428773&Ben Stiller&
nm9428774&Sting&
nm9428775&Raymond StJacques&1930
nm9428776&Al (`Fuzzy') StJohn&1893
nm9428777&Betta StJohn&1930
nm9428778&Christopher StJohn&
nm9428779&Howard StJohn&1905
nm9428780&Jill StJohn&1940
nm9428781&Nigel Stock&1919
nm9428782&Walter Stocker&
nm9428783&Betty Stockfield&1905
nm9428784&Dean Stockwell&1938
nm9428785&Guy Stockwell&1936
nm9428786&John Stockwell&
nm9428787&Austin Stoker&
nm9428788&Shirley Stoler&
nm9428789&Eric Stoltz&1962
nm9428790&Christopher Stone&
nm9428791&Danny Stone&
nm9428792&Fred Stone&
nm9428793&George E. Stone&1903
nm9428794&Harold J. Stone&1911
nm9428795&Ivory Stone&
nm9428796&Lewis Stone&1879
nm9428797&Marianne Stone&1920
nm9428798&Milburn Stone&1904
nm9428799&Philip Stone&
nm9428800&Sharon Stone&
nm9428801&Paolo Stoppa&1906
nm9428802&Larry Storch&1923
nm9428803&Gale Storm&1922
nm9428804&Ludwig Stossel&1883
nm9428805&Rose Stradner&1913
nm9428806&Beatrice Straight&1916
nm9428807&Glenn Strange&1899
nm9428808&Michael Strange&1890
nm9428809&Lee Strasberg&1901
nm9428810&Susan Strasberg&1938
nm9428811&Marcia Strassman&
nm9428812&Dorothy Stratten&1960
nm9428813&Peter Strauss&1942
nm9428814&Robert Strauss&1913
nm9428815&Russel Streiner&
nm9428816&Barbra Streisand&1942
nm9428817&Ray Stricklyn&1930
nm9428818&John Stride&1936
nm9428819&Elaine Stritch&1926
nm9428820&Woody Strode&1914
nm9428821&Don Stroud&1937
nm9428822&Annette Stroyberg&
nm9428823&Sally Ann Struthers&1947
nm9428824&Barbara Stuart&
nm9428825&Binkie Stuart&1932
nm9428826&Gloria Stuart&1909
nm9428827&John Stuart&1898
nm9428828&Richard Styles&
nm9428829&Margaret Sullavan&1911
nm9428830&Barry Sullivan&1912
nm9428831&Ed Sullivan&
nm9428832&Francis L. Sullivan&1903
nm9428833&Michael Sullivan&
nm9428834&Tom Sullivan&
nm9428835&Frank Sully&1910
nm9428836&Madame SulTeWan&
nm9428837&Donna Summer&
nm9428838&Eleanor Summerfield&1921
nm9428839&Slim Summerville&1892
nm9428840&Geoffrey Sumner&1908
nm9428841&Clinton Sundberg&1919
nm9428842&Todd Susman&
nm9428843&Kiefer Sutherland&1968
nm9428844&Frank Sutton&
nm9428845&Grady Sutton&1908
nm9428846&John Sutton&1908
nm9428847&Janet Suzman&1939
nm9428848&Dominique Swain&
nm9428849&Mack Swain&1876
nm9428850&Robert Swann&
nm9428851&Forrest Swanson&
nm9428852&Gary Swanson&
nm9428853&Gloria Swanson&1897
nm9428854&Maureen Swanson&1932
nm9428855&Gladys Swarthout&1904
nm9428856&Bob Sweeney&
nm9428857&Blanche Sweet&1895
nm9428858&Dolph Sweet&
nm9428859&Inga Swenson&1932
nm9428860&Stanley Swerdlow&
nm9428861&Nora Swinburne&1902
nm9428862&Tilda Swinton&
nm9428863&Loretta Swit&1937
nm9428864&Carl (`Alfalfa') Switzer&1926
nm9428865&Ken Swofford&
nm9428866&Basil Sydney&1894
nm9428867&Eric Sykes&1923
nm9428868&Harold Sylvester&
nm9428869&William Sylvester&1922
nm9428870&Sylvie&1883
nm9428871&Donald Symington&
nm9428872&Sylvia Syms&1934
nm9428873&Mr. T&
nm9428874&Sidney Tafler&1916
nm9428875&George Takei&
nm9428876&Lyle Talbot&1902
nm9428877&Constance Talmadge&1898
nm9428878&Natalie Talmadge&
nm9428879&Norma Talmadge&1893
nm9428880&William Talman&1915
nm9428881&Tetsuro Tamba&1929
nm9428882&Russ Tamblyn&1934
nm9428883&Zoe Tamerlis&1965
nm9428884&Akim Tamiroff&1899
nm9428885&Mary Tamm&
nm9428886&Jessica Tandy&1909
nm9428887&Yoki Tani&1932
nm9428888&Tony Tanner&1932
nm9428889&Colin Tapley&1911
nm9428890&Quentin Tarantino&
nm9428891&Lilyan Tashman&1899
nm9428892&Reba Tassel&
nm9428893&Reginald Tate&1896
nm9428894&Sharon Tate&1943
nm9428895&Jaques Tati&1908
nm9428896&Sven-Bertil Taube&
nm9428897&Richard Tauber&1892
nm9428898&Vic Tayback&
nm9428899&Alma Taylor&1895
nm9428900&Delores Taylor&
nm9428901&Don Taylor&1920
nm9428902&Dub Taylor&
nm9428903&Elizabeth Taylor&1932
nm9428904&Estelle Taylor&1899
nm9428905&George Taylor&
nm9428906&Kent Taylor&1907
nm9428907&Kit Taylor&
nm9428908&Laurette Taylor&1884
nm9428909&Renee Taylor&
nm9428910&Rip Taylor&
nm9428911&Robert Taylor&1911
nm9428912&Rod Taylor&1929
nm9428913&Sharon Taylor&
nm9428914&Valerie Taylor&
nm9428915&Vaughn Taylor&
nm9428916&Zack Taylor&
nm9428917&Leigh TaylorYoung&1944
nm9428918&Ray Teal&1902
nm9428919&Conway Tearle&1878
nm9428920&Godfrey Tearle&1884
nm9428921&Verree Teasdale&1904
nm9428922&Shirley Temple&1928
nm9428923&Victoria Tennant&1950
nm9428924&William Tepper&
nm9428925&Ellaline Teriss&1871
nm9428926&Alice Terry&1899
nm9428927&Don Terry&1902
nm9428928&Ellen Terry&1848
nm9428929&Harry Terry&
nm9428930&Nigel Terry&
nm9428931&Philip Terry&1909
nm9428932&TerryThomas&
nm9428933&Laurent Terzieff&
nm9428934&Desmond Tester&1919
nm9428935&Joan Tetzel&1924
nm9428936&Lauren Tewes&
nm9428937&Heather Thatcher&1897
nm9428938&Torin Thatcher&1905
nm9428939&John Thaw&1942
nm9428940&Phyllis Thaxter&1921
nm9428941&Lorna Thayer&
nm9428942&Joe Theismann&
nm9428943&Jodi Thelen&
nm9428944&Charlize Theron&
nm9428945&Ernest Thesiger&1879
nm9428946&Jack Thibeau&
nm9428947&Ursula Thiess&1929
nm9428948&Helene Thimig&1889
nm9428949&Roy Thinnes&1938
nm9428950&Brondon Thomas&
nm9428951&Danny Thomas&1914
nm9428952&Heather Thomas&
nm9428953&Henry Thomas&
nm9428954&Jameson Thomas&1892
nm9428955&Kristin Scott Thomas&
nm9428956&Marlo Thomas&1944
nm9428957&Richard Thomas&1951
nm9428958&Terry Thomas&1911
nm9428959&Tim Thomerson&
nm9428960&Carlos Thompson&1916
nm9428961&Derek Thompson&
nm9428962&Dorri Thompson&
nm9428963&Emma Thompson&
nm9428964&Fred Thompson&
nm9428965&Eric Thompson&1929
nm9428966&Hal Thompson&
nm9428967&J.Lee Thompson&1914
nm9428968&Lea Thompson&
nm9428969&Linda Thompson&
nm9428970&Kay Thompson&
nm9428971&Kim Thompson&
nm9428972&Marshall Thompson&1925
nm9428973&Sada Thompson&1929
nm9428974&Shawn Thompson&
nm9428975&Martha Thomsen&
nm9428976&Fred Thomson&1890
nm9428977&Sybil Thorndyke&1882
nm9428978&Frank Thornton&1921
nm9428979&Sigrid Thornton&1959
nm9428980&Frank Thring&
